resource.data_updated_at,permalink,resource.id,resource.name,resource.columns_name,column_count,resource.description,resource.download_count,resource.page_views.page_views_last_week
2025-02-05T23:54:15.000Z,https://data.cdc.gov/d/wpti-gvdi,wpti-gvdi,NHIS Interactive Quarterly Early Release Estimates,"['Year and Quarter', 'Quarter', 'Outcome (or Indicator)', 'Percentage', 'Description', 'Confidence Interval', 'Title', 'Year']",8,"Interactive Quarterly Early Release Estimates provide health statistics based on data from the 2019-2022 National Health Interview Survey (NHIS) for selected health topics for adults aged 18 years and over. All estimates are unadjusted percentages based on preliminary data files and are released prior to final data editing and final weighting to provide access to the most recent information from the NHIS. Estimates presented here are based on quarterly data. Estimates based on half-year data, with groupings by demographic characteristics, are available in the Interactive Biannual Early Release Estimates. Estimates based on the 1997–2018 NHIS can be found in Previous Early Release Reports on Key Health Indicators.",917,20
2025-03-25T15:51:06.000Z,https://data.cdc.gov/d/sw5n-wg2p,sw5n-wg2p,"Weekly Influenza Vaccination Coverage and Intent for Vaccination, Overall, by Selected Demographics and Jurisdiction, Among Adults 18 Years and Older","['CI_Half_width_95pct', 'indicator_label', 'Geographic Level', 'Demographic Level', 'Influenza_Season', 'suppression_flag', 'Vaccine', 'Estimates', 'Unweighted Sample Size', 'Geographic Name', 'Demographic Name', 'indicator_category_label', 'Month_Week', 'Week_ending', 'Current_Season_Week_Ending']",15,"• Weekly Influenza Vaccination Coverage and intent among adults 18 Years and Older by Demographic Characteristics and Jurisdiction 

 • Weekly estimates of influenza vaccination coverage and intent for vaccination among adults 18 years and older are calculated using data from the National Immunization Survey–Adult COVID Module (NIS–ACM) (https://www.cdc.gov/nis/about/index.html).",903,51
2025-01-10T18:47:31.000Z,https://data.cdc.gov/d/f6ee-eq37,f6ee-eq37,Table of Smokefree Non-Tribal Gaming Facilities (CDC STATE System Tobacco Legislation- Smokefree Indoor Air),"['Citation', 'TopicId', 'TopicTypeId', 'ProvisionGroupID', 'LocationDesc', 'TopicDesc', 'MeasureId', 'ProvisionValue', 'LocationAbbr', 'Quarter', 'DataSource', 'Year', 'DisplayOrder', 'ProvisionDesc', 'GeoLocation', 'MeasureDesc', 'ProvisionGroupDesc', 'Effective_Date', 'DataType', 'Enacted_Date', 'ProvisionAltValue', 'Comments', 'ProvisionID']",23,"1995-2024. Centers for Disease Control and Prevention (CDC).  State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation – Smokefree Indoor Air. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include information related to state legislation on smokefree indoor air in areas such as: Bars, Commercial Day Care Centers, Government Multi-Unit Housing, Government Worksites, Home-Based Day Care Centers, Hotels and Motels, Personal Vehicles, Private Multi-Unit Housing, Private Worksites, Restaurants, Bingo Halls, Casinos, Enclosed Arenas, Grocery Stores, Hospitals, Hospital Campuses, Malls, Mental Health Outpatient and Residential Facilities, Prisons, Public Transportation, Racetrack Casinos, Substance Abuse Outpatient and Residential Facilities.",855,3
2025-01-10T18:35:24.000Z,https://data.cdc.gov/d/8s4r-kzwb,8s4r-kzwb,Table of Preemption on Smokefree Indoor Air (CDC STATE System Tobacco Legislation - Preemption),"['GeoLocation', 'MeasureDesc', 'LocationDesc', 'ProvisionAltValue', 'TopicDesc', 'ProvisionID', 'TopicId', 'TopicTypeId', 'Comments', 'Effective_Date', 'Year', 'Enacted_Date', 'Citation', 'ProvisionValue', 'ProvisionGroupID', 'MeasureId', 'DataType', 'Quarter', 'LocationAbbr', 'DataSource', 'ProvisionGroupDesc', 'DisplayOrder', 'ProvisionDesc']",23,"1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation—Preemption. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies.  Data are reported on a quarterly basis. Data include information related to statutory state preemption of more stringent local laws on advertising, smokefree indoor air, youth access and licensure.",808,1
2025-02-13T15:02:57.000Z,https://data.cdc.gov/d/xnuv-rv9p,xnuv-rv9p,BRFSS: Graph of Current Binge Drinking among adults,[],0,"2011 to present. BRFSS combined land line and cell phone prevalence data. BRFSS is a continuous, state-based surveillance system that collects information about modifiable risk factors for chronic diseases and other leading causes of death. Data will be updated annually as it becomes available. Detailed information on sampling methodology and quality assurance can be found on the BRFSS website (http://www.cdc.gov/brfss). Methodology: http://www.cdc.gov/brfss/factsheets/pdf/DBS_BRFSS_survey.pdf Glossary: https://chronicdata.cdc.gov/Behavioral-Risk-Factors/Behavioral-Risk-Factor-Surveillance-System-BRFSS-H/iuq5-y9ct/data",793,13
2025-02-13T15:02:57.000Z,https://data.cdc.gov/d/wqmg-a9hj,wqmg-a9hj,BRFSS: Graph of Current Prevalence of High Blood Pressure,[],0,"2011 to present. BRFSS combined land line and cell phone prevalence data. BRFSS is a continuous, state-based surveillance system that collects information about modifiable risk factors for chronic diseases and other leading causes of death. Data will be updated annually as it becomes available. Detailed information on sampling methodology and quality assurance can be found on the BRFSS website (http://www.cdc.gov/brfss). Methodology: http://www.cdc.gov/brfss/factsheets/pdf/DBS_BRFSS_survey.pdf Glossary: https://chronicdata.cdc.gov/Behavioral-Risk-Factors/Behavioral-Risk-Factor-Surveillance-System-BRFSS-H/iuq5-y9ct/data",777,15
2025-01-14T22:25:24.000Z,https://data.cdc.gov/d/yvdd-g9b2,yvdd-g9b2,Table of States with Laws Prohibiting Sales of E-Cigarettes to Minors (CDC STATE System E-Cigarette Legislation - Youth Access),"['ProvisionGroupID', 'MeasureId', 'GeoLocation', 'ProvisionID', 'Comments', 'TopicId', 'Quarter', 'LocationAbbr', 'LocationDesc', 'MeasureDesc', 'ProvisionValue', 'ProvisionAltValue', 'Enacted_Date', 'Effective_Date', 'DisplayOrder', 'TopicTypeId', 'YEAR', 'TopicDesc', 'DataSource', 'ProvisionGroupDesc', 'ProvisionDesc', 'Citation', 'DataType']",23,"1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. E-Cigarette Legislation—Youth Access. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies.  Data are reported on a quarterly basis. Data include information related to restrictions, enforcement and penalties associated with the sale of e-cigarettes to youth through retail sales and vending machines.",774,4
2025-01-10T19:26:43.000Z,https://data.cdc.gov/d/i4qp-fnai,i4qp-fnai,"Table of States with Laws Prohibiting the Use of E-Cigarettes in Indoor Areas of Private Worksites, Restaurants, and Bars (CDC STATE System E-Cigarette Legislation - Smokefree Indoor Air)","['ProvisionID', 'ProvisionGroupID', 'MeasureId', 'DisplayOrder', 'Effective_Date', 'DataType', 'ProvisionAltValue', 'MeasureDesc', 'ProvisionValue', 'LocationAbbr', 'LocationDesc', 'DataSource', 'GeoLocation', 'TopicDesc', 'ProvisionDesc', 'YEAR', 'Citation', 'TopicId', 'Comments', 'Enacted_Date', 'Quarter', 'TopicTypeId', 'ProvisionGroupDesc']",23,"1995-2024. Centers for Disease Control and Prevention (CDC).  State Tobacco Activities Tracking and Evaluation (STATE) System.  E-Cigarette Legislation—Smokefree Indoor Air. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include information related to state legislation on smokefree indoor air in areas such as: Bars, Private Worksites, and Restaurants.",767,6
2025-01-17T17:02:51.000Z,https://data.cdc.gov/d/82ci-krud,82ci-krud,Weekly United States COVID-19 Hospitalization Metrics by County (Historical) – ARCHIVED,"['admissions_covid_confirmed_week_over_week_percent_change_level', 'week_end_date', 'health_sa_name', 'county_population', 'county', 'abs_chg_avg_percent_staff_icu_beds_covid', 'report_date', 'health_sa_population', 'avg_percent_inpatient_beds_used_confirmed_covid', 'avg_percent_staff_icu_beds_covid_level', 'avg_percent_staff_icu_beds_covid', 'abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed', 'avg_percent_inpatient_beds_used_confirmed_covid_level', 'admissions_covid_confirmed_week_over_week_percent_change', 'total_adm_all_covid_confirmed_past_7days_per_100k_level', 'total_adm_all_covid_confirmed_past_7days_per_100k', 'total_adm_all_covid_confirmed_past_7days', 'mmwr_report_year', 'mmwr_report_week', 'health_sa_number', 'fips_code', 'state']",22,"<b>Note:</b> After May 3, 2024, this dataset will no longer be updated because hospitals are no longer required to report data on COVID-19 hospital admissions, hospital capacity, or occupancy data to HHS through CDC’s National Healthcare Safety Network (NHSN). The related CDC COVID Data Tracker site was revised or retired on May 10, 2023.

<b>Note:</b>
<b>May 3,2024:</b> Due to incomplete or missing hospital data received for the April 21,2024 through April 27, 2024 reporting period, the COVID-19 Hospital Admissions Level could not be calculated for CNMI and will be reported as “NA” or “Not Available” in the COVID-19 Hospital Admissions Level data released on May 3, 2024.


This dataset represents COVID-19 hospitalization data and metrics aggregated to county or county-equivalent, for all counties or county-equivalents (including territories) in the United States as of the initial date of reporting for each weekly metric. COVID-19 hospitalization data are reported to CDC’s National Healthcare Safety Network, which monitors national and local trends in healthcare system stress, capacity, and community disease levels for approximately 6,000 hospitals in the United States. Data reported by hospitals to NHSN and included in this dataset represent aggregated counts and include metrics capturing information specific to COVID-19 hospital admissions, and inpatient and ICU bed capacity occupancy.

<b>Reporting information:</b><ul><li>As of December 15, 2022, COVID-19 hospital data are required to be reported to  NHSN, which monitors national and local trends in healthcare system stress, capacity, and community disease levels for approximately 6,000 hospitals in the United States. Data reported by hospitals to NHSN represent aggregated counts and include metrics capturing information specific to hospital capacity, occupancy, hospitalizations, and admissions. Prior to December 15, 2022, hospitals reported data directly to the U.S. Department of Health and Human Services (HHS) or via a state submission for collection in the HHS Unified Hospital Data Surveillance System (UHDSS). </li><li>While CDC reviews these data for errors and corrects those found, some reporting errors might still exist within the data. To minimize errors and inconsistencies in data reported, CDC removes outliers before calculating the metrics. CDC and partners work with reporters to correct these errors and update the data in subsequent weeks.</li><li>Many hospital subtypes, including acute care and critical access hospitals, as well as Veterans Administration, Defense Health Agency, and Indian Health Service hospitals, are included in the metric calculations provided in this report. Psychiatric, rehabilitation, and religious non-medical hospital types are excluded from calculations.  </li><li>Data are aggregated and displayed for hospitals with the same Centers for Medicare and Medicaid Services (CMS) Certification Number (CCN), which are assigned by CMS to counties based on the CMS Provider of Services files. </li> <li>Full details on COVID-19 hospital data reporting guidance can be found here: https://www.hhs.gov/sites/default/files/covid-19-faqs-hospitals-hospital-laboratory-acute-care-facility-data-reporting.pdf</li></ul>
<b>Calculation of county-level hospital metrics:</b><ul><li>County-level hospital data are derived using calculations performed at the Health Service Area (HSA) level. An HSA is defined by CDC’s National Center for Health Statistics as a geographic area containing at least one county which is self-contained with respect to the population’s provision of routine hospital care. Every county in the United States is assigned to an HSA, and each HSA must contain at least one hospital. Therefore, use of HSAs in the calculation of local hospital metrics allows for more accurate characterization of the relationship between health care utilization and health status at the local level. </li><li>Data presented at the county-level represent admissions, hosp",757,22
2025-02-14T17:19:02.000Z,https://data.cdc.gov/d/xs7u-t3bn,xs7u-t3bn,Alzheimer's Disease and Healthy Aging Indicators: Caregiving,"['High_Confidence_Limit', 'LocationAbbr', 'StratificationCategory2', 'StratificationCategory1', 'Data_Value_Footnote', 'TopicID', 'ClassID', 'StratificationCategoryID1', 'Class', 'Data_Value_Type', 'YearStart', 'Data_Value_Unit', 'Data_Value_Footnote_Symbol', 'Low_Confidence_Limit', 'QuestionID', 'StratificationCategoryID2', 'DataValueTypeID', 'LocationID', 'StratificationID2', 'Data_Value_Alt', 'Stratification1', 'StratificationID1', 'Topic', 'Datasource', 'LocationDesc', 'Question', 'Stratification2', 'Geolocation', 'YearEnd', 'Data_Value']",30,2015-2022. The data in this filtered view come from the BRFSS data set.,741,63
2025-02-11T21:40:52.000Z,https://data.cdc.gov/d/s6p7-fvbw,s6p7-fvbw,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2017-2019,"['LocationAbbr', 'Stratification2', 'TopicID', 'LocationID', 'Y_lat', 'X_lon', 'Data_Value_Footnote', 'Class', 'Topic', 'Data_Value_Footnote_Symbol', 'Stratification1', 'Year', 'LocationDesc', 'GeographicLevel', 'DataSource', 'Data_Value', 'Data_Value_Unit', 'Data_Value_Type', 'StratificationCategory1', 'StratificationCategory2']",20,"2017 to 2019, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-stroke-atlas/about/index.html",710,8
2025-01-10T18:30:26.000Z,https://data.cdc.gov/d/ubjb-j2zi,ubjb-j2zi,Table of Licensure for Vending Machines (CDC STATE System Tobacco Legislation),"['ProvisionID', 'MeasureId', 'DataSource', 'ProvisionValue', 'Citation', 'DataType', 'Quarter', 'Enacted_Date', 'Effective_Date', 'TopicId', 'Year', 'Comments', 'ProvisionGroupDesc', 'MeasureDesc', 'LocationDesc', 'DisplayOrder', 'GeoLocation', 'ProvisionDesc', 'ProvisionAltValue', 'TopicTypeId', 'ProvisionGroupID', 'TopicDesc', 'LocationAbbr']",23,"1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation—Licensure. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies.  Data are reported on a quarterly basis. Data include information related to requirements, restrictions and penalties associated with holding a retail license to sell tobacco products over-the-counter and through vending machines.",705,5
2025-02-13T15:02:57.000Z,https://data.cdc.gov/d/x7z5-ytdu,x7z5-ytdu,BRFSS: Graph of Current Prevalence of Arthritis,[],0,"2011 to present. BRFSS combined land line and cell phone prevalence data. BRFSS is a continuous, state-based surveillance system that collects information about modifiable risk factors for chronic diseases and other leading causes of death. Data will be updated annually as it becomes available. Detailed information on sampling methodology and quality assurance can be found on the BRFSS website (http://www.cdc.gov/brfss). Methodology: http://www.cdc.gov/brfss/factsheets/pdf/DBS_BRFSS_survey.pdf Glossary: https://chronicdata.cdc.gov/Behavioral-Risk-Factors/Behavioral-Risk-Factor-Surveillance-System-BRFSS-H/iuq5-y9ct/data",705,4
2025-01-30T22:26:32.000Z,https://data.cdc.gov/d/c2kg-wtx6,c2kg-wtx6,NOHSS Adult Indicators - Adults who have visited a dentist or dental clinic in the past year,[],0,"2012-2020 (even years). Data from BRFSS for indicators of adult oral health for even years from 2012 through 2020. National estimates are represented by the median prevalence among 50 states and the District of Columbia data. Estimates are prepared from the BRFSS public use data sets. Estimates in this file are not age adjusted, and may differ slightly from estimates available from the BRFSS web site or Chronic Disease Indicators due to small differences in definition, age adjustment or rounding.  For more information, see: http://www.cdc.gov/oralhealthdata/overview/Adult_Indicators.html",701,20
2025-02-11T21:19:42.000Z,https://data.cdc.gov/d/g5fg-bgtw,g5fg-bgtw,Stroke Mortality Data Among US Adults (35+) by State/Territory and County – 2018-2020,"['Stratification1', 'Year', 'StratificationCategory2', 'LocationDesc', 'Stratification2', 'Data_Value_Footnote', 'Class', 'Data_Value_Type', 'TopicID', 'GeographicLevel', 'X_lon', 'LocationAbbr', 'Topic', 'Data_Value', 'Data_Value_Footnote_Symbol', 'DataSource', 'LocationID', 'Data_Value_Unit', 'StratificationCategory1', 'Y_lat']",20,"2018 to 2020, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-stroke-atlas/about/index.html",690,3
2025-01-17T17:02:10.000Z,https://data.cdc.gov/d/39z2-9zu6,39z2-9zu6,"United States COVID-19 Hospitalization Metrics by Jurisdiction, Timeseries – ARCHIVED","['COVID-19 Inpatient Bed Occupancy (7-Day Average)', 'New COVID-19 Hospital Admissions (7-Day Average)', 'COVID-19 ICU Bed Occupancy absolute change from prior week', 'Total Hospitalized COVID-19 Patients', 'Jurisdiction', 'New COVID-19 Hospital Admissions (7-Day Total)', 'COVID-19 ICU Bed Occupancy (7-Day Average)', 'Cumulative COVID-19 Hospital Admissions', 'COVID-19 Inpatient Bed Occupancy absolute change from prior week', 'New COVID-19 Hospital Admissions Rate percent change from prior week', 'New COVID-19 Hospital Admissions', 'Cumulative COVID-19 Hospital Admissions Rate', 'Collection Date', 'New COVID-19 Hospital Admissions Rate (7-Day Total)', 'Total Hospitalized COVID-19 Patients (7-Day Average)']",15,"<b>Note:</b> After May 3, 2024, this dataset will no longer be updated because hospitals are no longer required to report data on COVID-19 hospital admissions, and hospital capacity and occupancy data, to HHS through CDC’s National Healthcare Safety Network. The related CDC COVID Data Tracker site was revised or retired on May 10, 2023.

This dataset represents daily COVID-19 hospitalization data and metrics aggregated to national, state/territory, and regional levels. COVID-19 hospitalization data are reported to CDC’s National Healthcare Safety Network, which monitors national and local trends in healthcare system stress, capacity, and community disease levels for approximately 6,000 hospitals in the United States. Data reported by hospitals to NHSN and included in this dataset represent aggregated counts and include metrics capturing information specific to COVID-19 hospital admissions, and inpatient and ICU bed capacity occupancy.

<b>Reporting information:</b><ul><li>As of December 15, 2022, COVID-19 hospital data are required to be reported to NHSN, which monitors national and local trends in healthcare system stress, capacity, and community disease levels for approximately 6,000 hospitals in the United States. Data reported by hospitals to NHSN represent aggregated counts and include metrics capturing information specific to hospital capacity, occupancy, hospitalizations, and admissions. Prior to December 15, 2022, hospitals reported data directly to the U.S. Department of Health and Human Services (HHS) or via a state submission for collection in the HHS Unified Hospital Data Surveillance System (UHDSS).</li><li>While CDC reviews these data for errors and corrects those found, some reporting errors might still exist within the data. To minimize errors and inconsistencies in data reported, CDC removes outliers before calculating the metrics. CDC and partners work with reporters to correct these errors and update the data in subsequent weeks.</li><li>Many hospital subtypes, including acute care and critical access hospitals, as well as Veterans Administration, Defense Health Agency, and Indian Health Service hospitals, are included in the metric calculations provided in this report. Psychiatric, rehabilitation, and religious non-medical hospital types are excluded from calculations.</li><li>Data are aggregated and displayed for hospitals with the same Centers for Medicare and Medicaid Services (CMS) Certification Number (CCN), which are assigned by CMS to counties based on the CMS Provider of Services files.</li><li>Full details on COVID-19 hospital data reporting guidance can be found here: https://www.hhs.gov/sites/default/files/covid-19-faqs-hospitals-hospital-laboratory-acute-care-facility-data-reporting.pdf</li></ul>

<b>Metric details:</b><ul><li><b>Time Period:</b> timeseries data will update weekly on Mondays as soon as they are reviewed and verified, usually before 8 pm ET. Updates will occur the following day when reporting coincides with a federal holiday. Note: Weekly updates might be delayed due to delays in reporting. All data are provisional. Because these provisional counts are subject to change, including updates to data reported previously, adjustments can occur. Data may be updated since original publication due to delays in reporting (to account for data received after a given Thursday publication) or data quality corrections.</li><li><b>New COVID-19 Hospital Admissions (count):</b> Number of new admissions of patients with laboratory-confirmed COVID-19 in the previous week (including both adult and pediatric admissions) in the entire jurisdiction.</li><li><b>New COVID-19 Hospital Admissions (7-Day Average):</b> 7-day average of new admissions of patients with laboratory-confirmed COVID-19 in the previous week (including both adult and pediatric admissions) in the entire jurisdiction.</li><li><b>Cumulative COVID-19 Hospital Admissions:</b> Cumulative total number of admissions of patients with laborat",689,15
2025-01-30T19:54:38.000Z,https://data.cdc.gov/d/vutr-sfkh,vutr-sfkh,Stroke Mortality Data Among US Adults (35+) by State/Territory and County – 2019-2021,"['Data_Value', 'Georeference', 'X_lon', 'Y_lat', 'Data_Value_Footnote_Symbol', 'Data_Value_Type', 'LocationDesc', 'LocationAbbr', 'LocationID', 'Stratification2', 'Data_Value_Footnote', 'Data_Value_Unit', 'Topic', 'Class', 'States', 'Counties', 'Year', 'GeographicLevel', 'TopicID', 'StratificationCategory2', 'Stratification1', 'StratificationCategory1', 'DataSource']",23,"2019 to 2021, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Additional data, maps, and methodology can be viewed on the Interactive Atlas of Heart Disease and Stroke https://www.cdc.gov/heart-disease-stroke-atlas/about/index.html",687,23
2025-01-30T22:26:32.000Z,https://data.cdc.gov/d/jbym-fau6,jbym-fau6,NOHSS Adult Indicators - Adults who have visited a dentist or dental clinic in the past year,"['LocationID', 'Data_Value_Type', 'Year', 'Category', 'Datasource', 'Indicator', 'SortUSFirst', 'Break_Out_Category', 'IndicatorID', 'LocationAbbr', 'LocationDesc', 'Data_Value', 'High_Confidence_Interval', 'Low_Confidence_Interval', 'SampleSize', 'Response', 'Data_Value_Unit', 'Data_Value_Footnote_Symbol', 'Data_Value_Footnote', 'Break_Out', 'GeoLocation', 'Break_Out_ID', 'SortBreakOutID']",23,"2016. Data from BRFSS for indicators of adult oral health for 1999 and even years from 2002 through 2016. National estimates are represented by the median prevalence among 50 states and the District of Columbia data. Estimates are prepared from the BRFSS public use data sets. Estimates in this file are not age adjusted, and may differ slightly from estimates available from the BRFSS web site or Chronic Disease Indicators due to small differences in definition, age adjustment or rounding.  For more information, see: http://www.cdc.gov/oralhealthdata/overview/Adult_Indicators.html",683,9
2025-03-01T11:00:26.000Z,https://data.cdc.gov/d/wnjn-mave,wnjn-mave,CDC.gov metrics hits by year,"['Page Views', 'Year']",2,For more information on CDC.gov metrics please see http://www.cdc.gov/metrics/,658,4
2025-01-10T19:10:21.000Z,https://data.cdc.gov/d/exds-h9fr,exds-h9fr,Table of States with Laws Requiring Licenses For Over-the-counter Sales of E-Cigarettes (CDC STATE System E-Cigarette Legislation - Licensure),"['Enacted_Date', 'LocationAbbr', 'DataSource', 'TopicDesc', 'LocationDesc', 'MeasureDesc', 'ProvisionGroupDesc', 'ProvisionDesc', 'ProvisionValue', 'DataType', 'DisplayOrder', 'TopicTypeId', 'GeoLocation', 'TopicId', 'MeasureId', 'ProvisionGroupID', 'ProvisionID', 'YEAR', 'Quarter', 'Effective_Date', 'Comments', 'ProvisionAltValue', 'Citation']",23,"1995-2024. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System.  E-Cigarette Legislation—Licensure. The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies.  Data are reported on a quarterly basis. Data include information related to requirements, restrictions and penalties associated with holding a retail license to sell e-cigarettes over-the-counter and through vending machines.",640,4
2025-01-10T18:47:31.000Z,https://data.cdc.gov/d/2389-pvg9,2389-pvg9,"Table of Smokefree Indoor Air for Private Worksites, Restaurants, and Bars (CDC STATE System Tobacco Legislation- Smokefree Indoor Air)","['LocationAbbr', 'Quarter', 'ProvisionDesc', 'ProvisionGroupDesc', 'TopicId', 'DisplayOrder', 'Year', 'ProvisionValue', 'ProvisionGroupID', 'TopicTypeId', 'DataSource', 'Comments', 'MeasureId', 'LocationDesc', 'ProvisionAltValue', 'Enacted_Date', 'MeasureDesc', 'TopicDesc', 'GeoLocation', 'ProvisionID', 'Effective_Date', 'Citation', 'DataType']",23,"1995-2024. Centers for Disease Control and Prevention (CDC).  State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation – Smokefree Indoor Air for Private Worksites, Restaurants, and Bars (CDC STATE System Tobacco Legislation). The STATE System houses current and historical state-level legislative data on tobacco use prevention and control policies. Data are reported on a quarterly basis. Data include information related to state Smokefree indoor air policies in areas such as: Private Worksites, Restaurants, and Bars.",602,5
